0.02759308	0.043713365	-0.008211144	0.022633616	0.05630341	-0.026003083	0.007188577	0.008931123	0.048940755	-0.058283452	-0.071134076	-0.00101695	-0.015449773	-0.032321308	0.02654598	-0.077443115
-0.08797504	0.11378092	-0.118457176	0.1362691	-0.10484702	0.11217899	-0.05724015	-0.036104012	0.07554632	0.05874882	-0.031747065	0.08249881	-0.07281024	-0.06955937	-0.04128285	-0.1875486
-0.0473625	0.21567887	-0.17118752	0.12633197	-0.16343486	0.075860016	-0.025800979	-0.14822085	0.15355267	0.07122563	-0.0012991469	0.117934935	-0.10491131	-0.13115637	-0.14112127	-0.2611376
0.3012937	-0.51226467	0.45732665	-0.533553	0.4410155	-0.3815042	0.17844895	0.36405352	-0.3795905	-0.2904743	-0.08756565	-0.3358476	0.44197118	0.43109217	0.29124025	0.6133276
0.057251457	0.00013676201	0.070824005	-0.018534174	0.03019343	-0.0688344	-0.009234413	0.090630926	0.0072922865	-0.06625964	-0.040738523	0.001019039	0.040296685	-0.0058853696	0.0040856586	0.008449061
0.015314095	0.014020851	-0.08516644	0.042666614	-0.0670017	-0.0072669964	-0.079007454	0.008318897	0.061909746	0.088140935	0.030339586	0.10418773	-0.012318736	-0.08652393	-0.035657976	-0.09940345
0.34946707	-0.4752644	0.4828853	-0.5289884	0.3881646	-0.45616755	0.09868994	0.45991847	-0.39129278	-0.3537499	-0.3001369	-0.28136584	0.38407677	0.35809216	0.3732015	0.53093797
-0.0111274235	0.08872186	-0.09514788	0.05655831	-0.03329675	0.018998418	-0.06960428	-0.09943671	0.07421247	0.08063889	0.041728746	0.047127552	-0.0465959	-0.091643244	-0.008496946	-0.063142546
0.31131485	-0.41596264	0.37396812	-0.4077213	0.35644934	-0.3663342	0.05543753	0.3483483	-0.36764374	-0.3010802	-0.17628261	-0.22740795	0.35083678	0.31351432	0.29782027	0.51171416
0.016905954	-0.0015135675	-0.002724385	-0.0038262864	-0.035081226	0.0039081792	-0.0061852797	0.041679863	0.035984226	-0.025984332	-0.05542439	-0.009797233	-0.046415295	0.03362505	-0.0350125	-0.027426863
0.35516864	-0.44882476	0.46279168	-0.5149239	0.40374377	-0.43835735	0.17410755	0.34247944	-0.40340522	-0.3250031	-0.1934369	-0.29680514	0.31087667	0.3800078	0.3278306	0.53853774
-0.037252437	0.117875785	-0.11448606	0.09888142	-0.096796244	0.08790623	-0.052498445	-0.10717772	0.10517788	0.08847201	-0.03641117	0.07419328	-0.060845613	-0.070323125	-0.0665833	-0.17479876
0.17187245	-0.27162912	0.2611137	-0.32388625	0.24138787	-0.21699424	0.02643744	0.21272464	-0.23541594	-0.15078221	0.008133214	-0.15750027	0.2038952	0.25241518	0.21392722	0.35449365
-0.24197969	0.32339457	-0.32494444	0.3732805	-0.30221507	0.26389503	-0.12996845	-0.2847113	0.28639343	0.2287036	0.12929769	0.32153842	-0.30685	-0.33953312	-0.21269707	-0.48184898
-0.047577552	0.028051106	-0.023585595	0.017954392	0.028550178	0.020136911	-0.07616654	0.02357773	-0.011659815	0.06192347	0.051616143	0.07225051	-0.05622669	-0.029718218	-0.04091935	-0.08198617
0.0073288404	0.025267093	-0.018680152	0.035893563	0.045349617	0.048765395	0.0038484638	0.021149125	-0.009972814	0.015298382	0.020843692	0.012171622	-0.009686242	-0.020652357	0.011213486	0.00026190345
-0.09053122	0.12955827	-0.14442776	0.077828385	-0.07063054	0.08012814	-0.111577146	-0.1111104	0.05785444	0.06817111	0.08494824	0.124348864	-0.063875906	-0.06181508	-0.11961034	-0.023742288
-0.039155405	-0.09851396	0.12887084	-0.12347671	0.019388303	-0.019667996	-0.077614546	0.0695892	-0.0038166414	0.036830783	0.17450814	-0.050321046	0.04817416	0.013039734	-0.03818231	0.14786729
